Student_ID,Years,Entrance_Test_Score,Enroll_Date_Time,Course_ID,Course_Progress,Online,Gender,International,Complete
176494,4,79,151378772,658463,30,yes,2,no,yes
176494,4,79,151379951,658498,16,yes,2,no,yes
176494,0,79,151380412,807754,90,yes,2,no,yes
176494,5,79,151380467,658438,32,yes,2,no,yes
176494,4,79,151481533,658464,55,yes,2,no,yes
176494,4,79,151482005,658495,17,yes,2,no,yes
176494,0,79,151482160,807755,94,yes,2,no,yes
176494,5,79,151482185,658439,22,yes,2,no,yes
176494,4,79,151482761,658470,26,yes,2,no,yes
176494,0,79,151484552,658494,39,yes,2,no,yes
176522,0,78.1,151139923,807717,84,yes,1,no,yes
176522,5,78.1,151139943,658434,65,yes,1,no,yes
176522,4,78.1,151140205,658463,14,yes,1,no,yes
176522,4,78.1,151140390,658498,10,yes,1,no,yes
176522,0,78.1,151140497,807758,90,yes,1,no,yes
176522,5,78.1,151140519,658438,73,yes,1,no,yes
176522,0,78.1,151140897,658464,84,yes,1,no,yes
176522,4,78.1,151141513,658495,57,yes,1,no,yes
176522,0,78.1,151141824,807757,96,yes,1,no,yes
176522,0,78.1,151141867,658439,81,yes,1,no,yes
176522,0,78.1,151142039,658470,94,yes,1,no,yes
176522,0,78.1,151142399,658494,88,yes,1,no,yes
176613,0,79.3,151139903,807728,91,no,1,no,yes
176613,5,79.3,151139934,658434,19,no,1,no,yes
176613,4,79.3,151140128,658463,68,no,1,no,yes
176613,4,79.3,151140314,658498,24,no,1,no,yes
176613,0,79.3,151140477,807754,93,no,1,no,yes
176613,0,79.3,151140488,658438,83,no,1,no,yes
176613,4,79.3,151140612,658464,45,no,1,no,yes
176613,4,79.3,151141141,658495,39,no,1,no,yes
176613,0,79.3,151141450,807755,87,no,1,no,yes
176613,5,79.3,151141497,658439,16,no,1,no,yes
176613,4,79.3,151141952,658470,78,no,1,no,yes
176613,0,79.3,151142030,658494,88,no,1,no,yes
176613,5,79.3,151142468,658440,76,no,1,no,yes
176613,4,79.3,151142510,658465,79,no,1,no,yes
176613,0,79.3,151142626,658514,83,no,1,no,yes
176613,0,79.3,151142750,658441,88,no,1,no,yes
176613,4,79.3,151142853,658467,27,no,1,no,yes
176613,4,79.3,151480459,658497,14,no,1,no,yes
176613,0,79.3,151481595,658450,90,no,1,no,yes
176613,0,79.3,151481842,658466,87,no,1,no,yes
176613,0,79.3,151482605,658499,92,no,1,no,yes
176613,0,79.3,151482709,658442,95,no,1,no,yes
176623,0,103.6,151139901,807717,99,no,2,no,yes
176623,5,103.6,151139907,658434,74,no,2,no,yes
176623,0,103.6,151140192,658463,86,no,2,no,yes
176623,0,103.6,151140362,658498,82,no,2,no,yes
176623,0,103.6,151140443,807758,80,no,2,no,yes
176623,5,103.6,151140461,658438,89,no,2,no,yes
176623,0,103.6,151140707,658464,83,no,2,no,yes
176623,0,103.6,151140979,658495,89,no,2,no,yes
176623,0,103.6,151141487,807757,82,no,2,no,yes
176623,0,103.6,151141509,658439,98,no,2,no,yes
176627,0,84.9,151139880,807717,87,no,2,no,yes
176627,5,84.9,151139909,658434,16,no,2,no,yes
176627,4,84.9,151140657,658463,26,no,2,no,yes
176627,4,84.9,151142128,658498,66,no,2,no,yes
176627,0,84.9,151142483,807758,80,no,2,no,yes
176627,0,84.9,151142533,658438,86,no,2,no,yes
176627,4,84.9,151142874,658464,23,no,2,no,yes
176627,0,84.9,151377991,658495,95,no,2,no,yes
176627,0,84.9,151378879,807757,80,no,2,no,yes
176627,5,84.9,151378904,658439,51,no,2,no,yes
176627,4,84.9,151379465,658470,52,no,2,no,yes
176627,0,84.9,151380693,658494,15,no,2,no,yes
176630,0,73.2,151139928,807728,86,yes,2,no,yes
176630,5,73.2,151139951,658434,77,yes,2,no,yes
176630,4,73.2,151140242,658463,33,yes,2,no,yes
176630,0,73.2,151141031,658498,84,yes,2,no,yes
176630,0,73.2,151142585,807754,99,yes,2,no,yes
176630,0,73.2,151142606,658438,82,yes,2,no,yes
176630,4,73.2,151144764,658464,48,yes,2,no,yes
176630,4,73.2,151146048,658495,18,yes,2,no,yes
176630,0,73.2,151378158,807755,93,yes,2,no,yes
176630,5,73.2,151378194,658439,69,yes,2,no,yes
176630,4,73.2,151379132,658470,65,yes,2,no,yes
176630,0,73.2,151480517,658494,80,yes,2,no,yes
176630,5,73.2,151480799,658440,66,yes,2,no,yes
176630,4,73.2,151481087,658465,34,yes,2,no,yes
176630,4,73.2,151481882,658514,30,yes,2,no,yes
176630,0,73.2,151482199,658441,19,yes,2,no,yes
176630,0,73.2,151483082,658467,38,yes,2,no,yes
177719,0,28.3,151139931,807728,76,no,2,no,yes
177719,5,28.3,151139975,658434,38,no,2,no,yes
177719,4,28.3,151140155,658463,36,no,2,no,yes
177719,4,28.3,151140468,658498,40,no,2,no,yes
177719,0,28.3,151140566,807754,62,no,2,no,yes
177719,5,28.3,151140591,658438,39,no,2,no,yes
177719,4,28.3,151141060,658464,22,no,2,no,yes
177719,4,28.3,151141753,658495,54,no,2,no,yes
177719,0,28.3,151142042,807755,67,no,2,no,yes
177719,0,28.3,151142078,658439,73,no,2,no,yes
177719,4,28.3,151142841,658470,54,no,2,no,yes
177719,4,28.3,151378005,658494,42,no,2,no,yes
177719,5,28.3,151378577,658440,11,no,2,no,yes
177719,4,28.3,151379105,658465,70,no,2,no,yes
177719,4,28.3,151379710,658514,13,no,2,no,yes
177719,5,28.3,151380083,658441,51,no,2,no,yes
177719,4,28.3,151380906,658467,71,no,2,no,yes
177719,0,28.3,151482575,658497,70,no,2,no,yes
177719,5,28.3,151483393,658450,23,no,2,no,yes
177719,0,28.3,151484145,658466,10,no,2,no,yes
177725,0,29.7,151140119,807717,72,no,2,no,yes
177725,5,29.7,151140336,658434,79,no,2,no,yes
177725,4,29.7,151140606,658463,76,no,2,no,yes
177725,4,29.7,151142114,658498,34,no,2,no,yes
177725,0,29.7,151378884,807758,74,no,2,no,yes
177725,5,29.7,151378914,658438,14,no,2,no,yes
177725,4,29.7,151383795,658464,61,no,2,no,yes
177725,1,29.7,151384439,658495,69,no,2,no,yes
177725,0,29.7,151481227,807757,71,no,2,no,yes
177725,0,29.7,151481272,658439,69,no,2,no,yes
177725,4,29.7,151482204,658470,28,no,2,no,yes
177725,0,29.7,151484297,658494,38,no,2,no,yes
177725,0,29.7,151559809,658465,71,no,2,no,yes
191678,0,32.4,153499900,807717,62,yes,1,no,yes
191678,0,32.4,153499972,658434,54,yes,1,no,yes
226336,0,112.975,150873994,807717,93,no,1,no,yes
226336,0,112.975,150874018,658434,84,no,1,no,yes
226336,0,112.975,150874044,658463,96,no,1,no,yes
226336,0,112.975,150874077,658498,86,no,1,no,yes
226440,0,109.825,150812123,807717,85,no,1,no,yes
226440,0,109.825,150812146,658434,95,no,1,no,yes
226440,0,109.825,150812278,658463,88,no,1,no,yes
226440,0,109.825,150812322,658498,98,no,1,no,yes
226444,0,121.7,150822810,807717,81,no,3,no,yes
226444,0,121.7,150822855,658434,88,no,3,no,yes
226444,0,121.7,150823304,658463,91,no,3,no,yes
226444,0,121.7,150823638,658498,83,no,3,no,yes
226724,0,63.675,150814592,807717,86,yes,2,no,yes
226724,5,63.675,150835707,658434,37,yes,2,no,yes
226724,0,63.675,150837364,658463,83,yes,2,no,yes
226724,0,63.675,150851622,658498,85,yes,2,no,yes
226724,0,63.675,150851662,807758,93,yes,2,no,yes
226724,0,63.675,150851664,658438,95,yes,2,no,yes
226737,0,47.2,151494514,807717,79,yes,1,no,yes
226737,0,47.2,151494601,658434,61,yes,1,no,yes
226822,0,107.025,150812227,807728,82,no,1,no,yes
226822,5,107.025,150812273,658434,61,no,1,no,yes
226822,0,107.025,150812536,658463,80,no,1,no,yes
226822,0,107.025,150813057,658498,92,no,1,no,yes
226822,0,107.025,150813095,807754,89,no,1,no,yes
226822,0,107.025,150813106,658438,97,no,1,no,yes
227012,0,76.975,150843842,807717,99,no,1,no,yes
227012,0,76.975,150843849,658434,99,no,1,no,yes
227012,0,76.975,150843875,658463,82,no,1,no,yes
227012,0,76.975,150843889,658498,97,no,1,no,yes
227014,0,95.15,151161663,807717,88,no,2,no,yes
227014,5,95.15,151161712,658434,80,no,2,no,yes
227014,0,95.15,151161860,658463,89,no,2,no,yes
227114,0,70,150914993,807717,91,no,2,no,yes
227114,5,70,150915026,658434,74,no,2,no,yes
227114,0,70,150915349,658463,94,no,2,no,yes
227114,0,70,150915481,658498,88,no,2,no,yes
227114,0,70,150915591,807758,82,no,2,no,yes
227114,0,70,150915598,658438,92,no,2,no,yes
227979,0,107.1,150851390,807728,86,yes,1,no,yes
227979,0,107.1,150851411,658434,81,yes,1,no,yes
227979,0,107.1,150851461,658463,91,yes,1,no,yes
227979,0,107.1,150851490,658498,88,yes,1,no,yes
228539,0,102.125,150812144,807717,88,no,5,no,yes
228539,0,102.125,150812180,658434,95,no,5,no,yes
228539,0,102.125,150812351,658463,63,no,5,no,yes
228539,0,102.125,150812637,658498,82,no,5,no,yes
228539,0,102.125,150812714,807758,80,no,5,no,yes
228539,0,102.125,150812751,658438,89,no,5,no,yes
228539,0,102.125,150813046,658464,85,no,5,no,yes
229126,0,34,153848945,807717,79,no,1,no,yes
229126,0,34,153848972,658434,63,no,1,no,yes
229126,0,34,153849056,658463,65,no,1,no,yes
229126,0,34,153849132,658498,72,no,1,no,yes
229127,0,29.3,153841331,807717,78,no,1,no,yes
229127,0,29.3,153841361,658434,61,no,1,no,yes
229127,0,29.3,153841442,658463,76,no,1,no,yes
229127,0,29.3,153841628,658498,71,no,1,no,yes
229127,0,29.3,153841686,807758,71,no,1,no,yes
229127,0,29.3,153841704,658438,74,no,1,no,yes
229127,0,29.3,153841763,658464,74,no,1,no,yes
229127,0,29.3,153841814,658495,62,no,1,no,yes
229127,0,29.3,155283997,807728,67,no,1,no,yes
229127,0,29.3,155284057,658434,77,no,1,no,yes
229127,0,29.3,155284295,658463,76,no,1,no,yes
229127,0,29.3,155284503,658498,69,no,1,no,yes
229130,0,26,153841004,807717,70,yes,2,no,yes
229130,5,26,153841027,658434,14,yes,2,no,yes
229130,0,26,153841204,658463,18,yes,2,no,yes
229141,0,29.9,153840061,807728,65,no,1,yes,yes
229141,1,29.9,153840099,658434,71,no,1,yes,yes
229141,0,29.9,153840334,658463,19,no,1,yes,yes
229141,0,29.9,153840467,658498,75,no,1,yes,yes
229141,0,29.9,153840522,807754,74,no,1,yes,yes
229141,0,29.9,153840533,658438,66,no,1,yes,yes
229141,0,29.9,153840681,658464,62,no,1,yes,yes
229141,0,29.9,153840760,658495,79,no,1,yes,yes
229147,0,29.3,153845171,807717,71,yes,1,no,yes
229147,0,29.3,153845191,658434,75,yes,1,no,yes
229147,0,29.3,153845342,658463,65,yes,1,no,yes
229147,0,29.3,153845528,658498,68,yes,1,no,yes
229147,0,29.3,155292912,807728,60,yes,1,no,yes
229147,0,29.3,155292988,658434,78,yes,1,no,yes
229147,0,29.3,155293169,658463,64,yes,1,no,yes
229147,0,29.3,155293381,658498,75,yes,1,no,yes
229152,0,31.4,153862583,807728,76,no,1,no,yes
229152,0,31.4,153862614,658434,71,no,1,no,yes
229152,0,31.4,153862813,658463,72,no,1,no,yes
229152,0,31.4,153863104,658498,78,no,1,no,yes
229152,0,31.4,154199678,807717,62,no,1,no,yes
229152,0,31.4,154199700,658434,67,no,1,no,yes
229152,0,31.4,154199787,658463,70,no,1,no,yes
229152,0,31.4,154199865,658498,75,no,1,no,yes
229153,0,32.9,153840685,807728,66,yes,1,no,yes
229153,0,32.9,153840703,658434,36,yes,1,no,yes
229153,0,32.9,153840829,658463,68,yes,1,no,yes
229153,0,32.9,153840966,658498,77,yes,1,no,yes
229153,0,32.9,153841018,807754,76,yes,1,no,yes
229153,0,32.9,153841031,658438,66,yes,1,no,yes
229156,0,36,153839878,807717,78,no,1,yes,yes
229156,0,36,153839895,658434,64,no,1,yes,yes
229156,0,36,153839973,658463,61,no,1,yes,yes
229156,0,36,153840027,658498,61,no,1,yes,yes
229157,0,33.2,153929361,807728,68,no,1,no,yes
229157,5,33.2,153929387,658434,65,no,1,no,yes
229157,0,33.2,153929869,658463,63,no,1,no,yes
229157,0,33.2,153930141,658498,79,no,1,no,yes
229157,0,33.2,153930161,807754,62,no,1,no,yes
229157,0,33.2,153930177,658438,62,no,1,no,yes
229157,0,33.2,154399246,807717,78,no,1,no,yes
229157,1,33.2,154399281,658434,21,no,1,no,yes
229157,0,33.2,154399417,658463,70,no,1,no,yes
229157,0,33.2,154399578,658498,69,no,1,no,yes
229157,0,33.2,154399607,807758,71,no,1,no,yes
229157,0,33.2,154399618,658438,79,no,1,no,yes
229165,0,19.6,153846840,807728,62,no,1,no,yes
229165,5,19.6,153846962,658434,69,no,1,no,yes
229165,4,19.6,153847687,658463,23,no,1,no,yes
229165,0,19.6,153848290,658498,73,no,1,no,yes
229165,0,19.6,153848456,807754,71,no,1,no,yes
229165,0,19.6,153848460,658438,64,no,1,no,yes
229165,0,19.6,153848692,658464,74,no,1,no,yes
229166,0,29.3,153840960,807728,61,no,2,yes,yes
229166,0,29.3,153840975,658434,63,no,2,yes,yes
229166,0,29.3,153842505,658463,52,no,2,yes,yes
229167,0,29.8,153922676,807717,74,yes,2,no,yes
229167,0,29.8,153922708,658434,39,yes,2,no,yes
229170,0,35.8,153842794,807717,63,no,2,no,yes
229170,0,35.8,153842840,658434,68,no,2,no,yes
229170,0,35.8,153843015,658463,63,no,2,no,yes
229170,0,35.8,153843226,658498,60,no,2,no,yes
229170,0,35.8,157204795,807717,78,no,2,no,yes
229170,0,35.8,157204819,658434,68,no,2,no,yes
229170,0,35.8,157204882,658463,76,no,2,no,yes
229170,0,35.8,157204980,658498,66,no,2,no,yes
229179,0,33.4,153839019,807728,63,no,1,yes,yes
229179,1,33.4,153839056,658434,24,no,1,yes,yes
229179,0,33.4,153839463,658463,67,no,1,yes,yes
229179,0,33.4,153839631,658498,62,no,1,yes,yes
229179,0,33.4,153839703,807754,61,no,1,yes,yes
229179,1,33.4,153839731,658438,50,no,1,yes,yes
229179,0,33.4,153840093,658464,61,no,1,yes,yes
229179,0,33.4,153840368,658495,50,no,1,yes,yes
229179,0,33.4,153840485,807755,63,no,1,yes,yes
229179,0,33.4,153840496,658439,65,no,1,yes,yes
229179,0,33.4,153840616,658470,68,no,1,yes,yes
229179,0,33.4,153840819,658494,77,no,1,yes,yes
229179,0,33.4,157207177,807728,73,no,1,yes,yes
229179,5,33.4,157207181,658434,71,no,1,yes,yes
229179,4,33.4,157207194,658463,46,no,1,yes,yes
229179,0,33.4,157207204,658498,65,no,1,yes,yes
229179,0,33.4,157207207,807754,69,no,1,yes,yes
229179,5,33.4,157207208,658438,23,no,1,yes,yes
229179,4,33.4,157207210,658464,65,no,1,yes,yes
229179,0,33.4,157207211,658495,68,no,1,yes,yes
229179,0,33.4,157207216,807755,76,no,1,yes,yes
229179,5,33.4,157207217,658439,37,no,1,yes,yes
229179,4,33.4,157207229,658470,64,no,1,yes,yes
229179,0,33.4,157207231,658494,69,no,1,yes,yes
229179,5,33.4,157207235,658440,69,no,1,yes,yes
229179,4,33.4,157207243,658465,28,no,1,yes,yes
229179,0,33.4,157207246,658514,79,no,1,yes,yes
229179,5,33.4,157207251,658441,20,no,1,yes,yes
229179,4,33.4,157207255,658467,59,no,1,yes,yes
229179,0,33.4,157207259,658497,65,no,1,yes,yes
229179,5,33.4,157207265,658450,36,no,1,yes,yes
229179,0,33.4,157207280,658466,28,no,1,yes,yes
229180,0,24.7,153840708,807728,67,no,2,no,yes
229180,5,24.7,153840729,658434,23,no,2,no,yes
229180,4,24.7,153840811,658463,24,no,2,no,yes
229180,0,24.7,153840851,658498,70,no,2,no,yes
229180,0,24.7,153840853,807754,76,no,2,no,yes
229180,5,24.7,153840879,658438,75,no,2,no,yes
229180,4,24.7,153840909,658464,69,no,2,no,yes
229180,4,24.7,153840920,658495,76,no,2,no,yes
229180,0,24.7,153840969,807755,72,no,2,no,yes
229180,5,24.7,153840970,658439,27,no,2,no,yes
229180,4,24.7,153841075,658470,14,no,2,no,yes
229180,0,24.7,153841089,658494,41,no,2,no,yes
229180,5,24.7,153841156,658440,56,no,2,no,yes
229180,4,24.7,153841179,658465,43,no,2,no,yes
229180,0,24.7,153841192,658514,53,no,2,no,yes
229180,5,24.7,153841212,658441,40,no,2,no,yes
229180,4,24.7,153841228,658467,44,no,2,no,yes
229180,4,24.7,153841247,658497,13,no,2,no,yes
229180,5,24.7,153841338,658450,27,no,2,no,yes
229180,4,24.7,153841377,658466,13,no,2,no,yes
229180,4,24.7,153841396,658499,65,no,2,no,yes
229180,5,24.7,153841421,658442,69,no,2,no,yes
229180,4,24.7,153841439,658468,60,no,2,no,yes
229180,0,24.7,153841475,658496,76,no,2,no,yes
229180,5,24.7,153841529,658443,23,no,2,no,yes
229180,4,24.7,153841566,658481,27,no,2,no,yes
229180,4,24.7,153985417,658493,16,no,2,no,yes
229180,0,24.7,153985433,658444,78,no,2,no,yes
229182,0,17.3,153945212,807717,63,no,2,yes,yes
229182,5,17.3,153945214,658434,27,no,2,yes,yes
229182,4,17.3,153945219,658463,16,no,2,yes,yes
229182,4,17.3,153945221,658498,39,no,2,yes,yes
229182,0,17.3,153945228,807758,72,no,2,yes,yes
229182,5,17.3,153945230,658438,26,no,2,yes,yes
229182,4,17.3,153945241,658464,72,no,2,yes,yes
229182,4,17.3,153945251,658495,77,no,2,yes,yes
229182,0,17.3,153945255,807757,74,no,2,yes,yes
229182,5,17.3,153945260,658439,26,no,2,yes,yes
229182,4,17.3,153945268,658470,22,no,2,yes,yes
229182,4,17.3,153945275,658494,40,no,2,yes,yes
229182,4,17.3,153945285,658465,10,no,2,yes,yes
229182,4,17.3,153945296,658514,77,no,2,yes,yes
229182,5,17.3,153945304,658441,49,no,2,yes,yes
229182,4,17.3,153945310,658467,65,no,2,yes,yes
229182,4,17.3,153945312,658497,10,no,2,yes,yes
229182,5,17.3,153945314,658450,34,no,2,yes,yes
229182,4,17.3,153945318,658466,44,no,2,yes,yes
229182,4,17.3,153945326,658499,78,no,2,yes,yes
229182,5,17.3,153945331,658442,41,no,2,yes,yes
229182,0,17.3,153945338,658468,35,no,2,yes,yes
229185,0,31.4,153847007,807728,74,no,1,no,yes
229185,0,31.4,153847034,658434,64,no,1,no,yes
229185,0,31.4,153847700,658463,30,no,1,no,yes
229185,0,31.4,153847827,658498,62,no,1,no,yes
229185,0,31.4,153847853,807754,60,no,1,no,yes
229185,2,31.4,153847867,658438,63,no,1,no,yes
229185,4,31.4,153848590,658464,19,no,1,no,yes
229185,0,31.4,153850944,658495,40,no,1,no,yes
229185,0,31.4,153851194,807755,69,no,1,no,yes
229185,0,31.4,153851212,658439,72,no,1,no,yes
229185,0,31.4,153852531,658470,74,no,1,no,yes
229185,0,31.4,154075152,658494,63,no,1,no,yes
229185,0,31.4,154075290,658440,67,no,1,no,yes
229185,4,31.4,154075700,658465,72,no,1,no,yes
229185,0,31.4,154076608,658514,45,no,1,no,yes
229185,5,31.4,154076837,658441,11,no,1,no,yes
229185,0,31.4,154077571,658467,79,no,1,no,yes
229185,0,31.4,154077784,658497,74,no,1,no,yes
229185,0,31.4,154077831,658450,61,no,1,no,yes
229185,0,31.4,154077954,658466,70,no,1,no,yes
229185,0,31.4,154398314,807728,73,no,1,no,yes
229185,0,31.4,154398336,658434,16,no,1,no,yes
229185,0,31.4,154398683,658463,60,no,1,no,yes
229185,0,31.4,154398820,658498,63,no,1,no,yes
229185,0,31.4,154398961,807754,66,no,1,no,yes
229185,0,31.4,154398967,658438,77,no,1,no,yes
229186,0,34.3,153846042,807717,71,yes,5,no,yes
229186,0,34.3,153846062,658434,63,yes,5,no,yes
229186,0,34.3,153846186,658463,63,yes,5,no,yes
229186,0,34.3,153846265,658498,74,yes,5,no,yes
229213,0,32.1,153844943,807717,62,no,1,no,yes
229213,0,32.1,153845013,658434,35,no,1,no,yes
229213,0,32.1,153845570,658463,74,no,1,no,yes
229213,0,32.1,153845980,658498,72,no,1,no,yes
229213,0,32.1,153846508,807758,78,no,1,no,yes
229213,0,32.1,153846519,658438,60,no,1,no,yes
229218,0,28,153844077,807717,70,no,2,no,yes
229218,5,28,153844101,658434,21,no,2,no,yes
229218,4,28,153844574,658463,57,no,2,no,yes
229218,0,28,153845204,658498,61,no,2,no,yes
229218,0,28,153924291,807758,66,no,2,no,yes
229218,5,28,153924308,658438,63,no,2,no,yes
229218,0,28,153924458,658464,79,no,2,no,yes
229218,4,28,153924602,658495,65,no,2,no,yes
229218,0,28,153924710,807757,77,no,2,no,yes
229218,0,28,153924764,658439,62,no,2,no,yes
229218,4,28,153924929,658470,35,no,2,no,yes
229218,0,28,153925125,658494,68,no,2,no,yes
229218,0,28,153925216,658465,72,no,2,no,yes
229218,0,28,153925322,658514,69,no,2,no,yes
229218,0,28,153925422,658441,69,no,2,no,yes
229223,0,26,153668708,807728,64,no,2,yes,yes
229223,0,26,153668710,658434,63,no,2,yes,yes
229223,4,26,153668721,658463,45,no,2,yes,yes
229223,0,26,153668732,658498,70,no,2,yes,yes
229223,0,26,153668735,807754,60,no,2,yes,yes
229223,0,26,153668737,658438,73,no,2,yes,yes
229223,0,26,153668745,658464,75,no,2,yes,yes
229225,0,26.4,153846193,807717,74,yes,5,no,yes
229225,0,26.4,153846628,658434,78,yes,5,no,yes
229227,0,25.3,153924420,807728,68,no,1,no,yes
229227,5,25.3,153924467,658434,40,no,1,no,yes
229227,4,25.3,153924584,658463,57,no,1,no,yes
229227,4,25.3,153924769,658498,42,no,1,no,yes
